id,first_name,last_name,year,email,gender,department,quiz_score,lesson_score
319,Steven,Fox,3,steven.fox.319@gslingacademy.com,male,Computer Science,26,53
320,Taylor,Klein,3,taylor.klein.320@gslingacademy.com,female,Information Technology,28,59
321,David,Barron,4,david.barron.321@gslingacademy.com,male,Computer Science,25,18
322,Kevin,Thompson,2,kevin.thompson.322@gslingacademy.com,male,Computer Science,3,46
323,Andrea,Walters,2,andrea.walters.323@gslingacademy.com,female,Computer Science,75,27
324,David,Wright,4,david.wright.324@gslingacademy.com,male,Information Technology,86,51
325,Anthony,Oconnor,4,anthony.oconnor.325@gslingacademy.com,male,Computer Science,24,40
326,Laura,Miller,1,laura.miller.326@gslingacademy.com,female,Information Technology,5,46
327,Steven,Barrett,3,steven.barrett.327@gslingacademy.com,male,Computer Science,42,48
328,Miranda,Ruiz,4,miranda.ruiz.328@gslingacademy.com,female,Computer Science,4,62
329,Matthew,Anderson,1,matthew.anderson.329@gslingacademy.com,male,Computer Science,37,13
330,Kenneth,Flores,1,kenneth.flores.330@gslingacademy.com,male,Information Technology,60,23
331,Sydney,Johnson,2,sydney.johnson.331@gslingacademy.com,female,Computer Science,78,76
332,Carla,Lewis,1,carla.lewis.332@gslingacademy.com,female,Computer Science,90,81
333,Jeffrey,Shannon,2,jeffrey.shannon.333@gslingacademy.com,male,Information Technology,37,55
334,Angela,Park,1,angela.park.334@gslingacademy.com,female,Computer Science,83,2
335,Brandon,Smith,3,brandon.smith.335@gslingacademy.com,male,Computer Science,88,31
336,Kenneth,Moody,2,kenneth.moody.336@gslingacademy.com,male,Computer Science,69,2
337,Scott,Hughes,3,scott.hughes.337@gslingacademy.com,male,Computer Science,98,69
338,Cody,Jimenez,4,cody.jimenez.338@gslingacademy.com,male,Information Technology,37,21
339,Allen,Farmer,3,allen.farmer.339@gslingacademy.com,male,Computer Science,21,71
340,James,Young,1,james.young.340@gslingacademy.com,male,Computer Science,61,50
341,Laura,Dawson,3,laura.dawson.341@gslingacademy.com,female,Information Technology,21,4
342,Donald,Carson,4,donald.carson.342@gslingacademy.com,male,Computer Science,74,98
343,Wayne,Lane,2,wayne.lane.343@gslingacademy.com,male,Information Technology,92,40
344,Robert,Johnson,2,robert.johnson.344@gslingacademy.com,male,Information Technology,25,100
345,Melissa,Le,2,melissa.le.345@gslingacademy.com,female,Computer Science,89,71
346,David,Rice,1,david.rice.346@gslingacademy.com,male,Computer Science,44,86
347,Dawn,Gomez,1,dawn.gomez.347@gslingacademy.com,female,Information Technology,2,97
348,Ricky,Nichols,1,ricky.nichols.348@gslingacademy.com,male,Information Technology,12,18
349,Henry,Pitts,4,henry.pitts.349@gslingacademy.com,male,Computer Science,13,57
350,Christopher,Price,3,christopher.price.350@gslingacademy.com,male,Computer Science,85,34
351,Aimee,Adams,2,aimee.adams.351@gslingacademy.com,female,Computer Science,35,78
352,Tammy,Barry,1,tammy.barry.352@gslingacademy.com,female,Computer Science,78,72
353,Ryan,Hull,1,ryan.hull.353@gslingacademy.com,male,Information Technology,98,62
354,Samuel,Jackson,1,samuel.jackson.354@gslingacademy.com,male,Computer Science,34,35
355,Joshua,Smith,1,joshua.smith.355@gslingacademy.com,male,Information Technology,40,60
356,Sydney,Stevenson,1,sydney.stevenson.356@gslingacademy.com,female,Computer Science,43,84
357,Christopher,Rios,2,christopher.rios.357@gslingacademy.com,male,Computer Science,82,23
358,Brenda,Collins,2,brenda.collins.358@gslingacademy.com,female,Computer Science,55,53
359,Diana,Griffin,3,diana.griffin.359@gslingacademy.com,female,Information Technology,57,51
360,Gary,Gray,4,gary.gray.360@gslingacademy.com,male,Computer Science,61,38
361,Kimberly,Torres,3,kimberly.torres.361@gslingacademy.com,female,Information Technology,25,9
362,Jeffrey,Booker,4,jeffrey.booker.362@gslingacademy.com,male,Computer Science,6,56
363,Nicole,Buchanan,4,nicole.buchanan.363@gslingacademy.com,female,Information Technology,67,22
364,Kristin,Johnson,3,kristin.johnson.364@gslingacademy.com,female,Information Technology,46,34
365,Emily,Bell,3,emily.bell.365@gslingacademy.com,female,Computer Science,97,76
366,Francis,Nelson,4,francis.nelson.366@gslingacademy.com,male,Computer Science,35,14
367,Tracy,Harris,3,tracy.harris.367@gslingacademy.com,male,Computer Science,14,25
368,Sheila,Sosa,3,sheila.sosa.368@gslingacademy.com,female,Computer Science,8,2
369,Ashley,Mendez,3,ashley.mendez.369@gslingacademy.com,female,Information Technology,8,32
370,Matthew,Griffin,2,matthew.griffin.370@gslingacademy.com,male,Information Technology,92,59
371,Timothy,Mann,3,timothy.mann.371@gslingacademy.com,male,Computer Science,23,18
372,Christine,Foster,2,christine.foster.372@gslingacademy.com,female,Information Technology,18,44
373,Julie,Yates,3,julie.yates.373@gslingacademy.com,female,Computer Science,85,37
374,William,Ballard,3,william.ballard.374@gslingacademy.com,male,Computer Science,29,51
375,Kristen,Adams,1,kristen.adams.375@gslingacademy.com,female,Computer Science,1,28
376,Chelsea,Mitchell,4,chelsea.mitchell.376@gslingacademy.com,female,Information Technology,56,42
377,Patrick,Everett,4,patrick.everett.377@gslingacademy.com,male,Computer Science,61,63
378,Carla,Parker,2,carla.parker.378@gslingacademy.com,female,Information Technology,100,61
379,Casey,Galvan,4,casey.galvan.379@gslingacademy.com,male,Computer Science,2,94
380,Eric,Moran,2,eric.moran.380@gslingacademy.com,male,Computer Science,71,74
381,Tabitha,Hudson,3,tabitha.hudson.381@gslingacademy.com,female,Information Technology,25,75
382,Lance,Salazar,1,lance.salazar.382@gslingacademy.com,male,Computer Science,35,85
383,Melissa,Williamson,1,melissa.williamson.383@gslingacademy.com,female,Information Technology,43,33
384,James,Castro,2,james.castro.384@gslingacademy.com,male,Information Technology,87,26
385,Joseph,Johnson,2,joseph.johnson.385@gslingacademy.com,male,Information Technology,58,57
386,Gene,Woodward,1,gene.woodward.386@gslingacademy.com,male,Information Technology,72,100
387,Patricia,Watson,3,patricia.watson.387@gslingacademy.com,female,Computer Science,70,74
388,John,Carey,4,john.carey.388@gslingacademy.com,male,Computer Science,53,20
389,Sara,Cochran,2,sara.cochran.389@gslingacademy.com,female,Information Technology,77,8
390,Jamie,Suarez,4,jamie.suarez.390@gslingacademy.com,female,Computer Science,45,41
391,Steven,Frazier,3,steven.frazier.391@gslingacademy.com,male,Computer Science,28,7
392,Nicholas,Hart,1,nicholas.hart.392@gslingacademy.com,male,Computer Science,86,43
393,Cheryl,Arias,2,cheryl.arias.393@gslingacademy.com,female,Information Technology,40,35
394,Marc,Brock,1,marc.brock.394@gslingacademy.com,male,Computer Science,62,99
395,Timothy,Perez,4,timothy.perez.395@gslingacademy.com,male,Information Technology,18,36
396,Courtney,Rodriguez,2,courtney.rodriguez.396@gslingacademy.com,female,Information Technology,9,55
397,Samantha,Clark,2,samantha.clark.397@gslingacademy.com,female,Computer Science,65,22
398,Francisco,Reilly,2,francisco.reilly.398@gslingacademy.com,male,Information Technology,52,14
399,Denise,Young,1,denise.young.399@gslingacademy.com,female,Computer Science,48,34
400,Darrell,Williams,2,darrell.williams.400@gslingacademy.com,male,Information Technology,41,43
401,Andrew,Smith,1,andrew.smith.401@gslingacademy.com,male,Information Technology,48,2
402,Teresa,Stafford,4,teresa.stafford.402@gslingacademy.com,female,Information Technology,43,64
403,Cory,Harris,4,cory.harris.403@gslingacademy.com,male,Computer Science,46,14
404,Douglas,Irwin,2,douglas.irwin.404@gslingacademy.com,male,Information Technology,73,51
405,Deborah,Miller,1,deborah.miller.405@gslingacademy.com,female,Information Technology,43,21
406,Autumn,Hernandez,2,autumn.hernandez.406@gslingacademy.com,female,Information Technology,45,92
407,Paul,Serrano,1,paul.serrano.407@gslingacademy.com,male,Information Technology,25,62
408,Matthew,Griffin,4,matthew.griffin.408@gslingacademy.com,male,Information Technology,41,26
409,Evan,Holmes,4,evan.holmes.409@gslingacademy.com,male,Information Technology,82,79
410,Cynthia,Baker,3,cynthia.baker.410@gslingacademy.com,female,Information Technology,37,27
411,Sandra,Melendez,2,sandra.melendez.411@gslingacademy.com,female,Computer Science,38,75
412,Claudia,Munoz,2,claudia.munoz.412@gslingacademy.com,female,Information Technology,41,37
413,Christopher,Nguyen,1,christopher.nguyen.413@gslingacademy.com,male,Information Technology,26,62
414,David,Jennings,2,david.jennings.414@gslingacademy.com,male,Computer Science,82,50
415,Joel,Morris,3,joel.morris.415@gslingacademy.com,male,Information Technology,90,13
416,Rhonda,Bradley,3,rhonda.bradley.416@gslingacademy.com,female,Information Technology,19,65
417,Melissa,Brown,3,melissa.brown.417@gslingacademy.com,female,Computer Science,41,50
418,Matthew,Kramer,1,matthew.kramer.418@gslingacademy.com,male,Computer Science,27,16
419,Austin,Bass,2,austin.bass.419@gslingacademy.com,male,Computer Science,21,24
420,Jennifer,West,4,jennifer.west.420@gslingacademy.com,female,Information Technology,68,86
421,Patricia,Mccormick,3,patricia.mccormick.421@gslingacademy.com,female,Information Technology,58,5
422,Sandra,Jacobs,3,sandra.jacobs.422@gslingacademy.com,female,Computer Science,86,75
423,Jasmine,Clark,4,jasmine.clark.423@gslingacademy.com,female,Information Technology,68,32
424,Jeffrey,Young,4,jeffrey.young.424@gslingacademy.com,male,Computer Science,56,38
425,Jason,Hernandez,2,jason.hernandez.425@gslingacademy.com,male,Information Technology,44,2
426,Christopher,Hamilton,4,christopher.hamilton.426@gslingacademy.com,male,Computer Science,59,33
427,Monique,Peterson,2,monique.peterson.427@gslingacademy.com,female,Computer Science,14,69
428,Jill,Sexton,4,jill.sexton.428@gslingacademy.com,female,Information Technology,81,2
429,Jennifer,Kemp,4,jennifer.kemp.429@gslingacademy.com,female,Computer Science,96,38
430,David,Harris,1,david.harris.430@gslingacademy.com,male,Computer Science,3,65
431,Cheryl,Snyder,4,cheryl.snyder.431@gslingacademy.com,female,Information Technology,76,95
432,Nathan,Armstrong,1,nathan.armstrong.432@gslingacademy.com,male,Information Technology,90,30
433,Patrick,Ryan,3,patrick.ryan.433@gslingacademy.com,male,Computer Science,81,64
434,Christian,Wilkins,2,christian.wilkins.434@gslingacademy.com,male,Computer Science,69,2
435,Clinton,Martin,4,clinton.martin.435@gslingacademy.com,male,Computer Science,15,75
436,Adriana,Sandoval,4,adriana.sandoval.436@gslingacademy.com,female,Computer Science,24,39
437,Jeremy,Harvey,2,jeremy.harvey.437@gslingacademy.com,male,Information Technology,29,56
438,Caitlin,Murillo,3,caitlin.murillo.438@gslingacademy.com,female,Information Technology,34,82
439,Andrew,Green,4,andrew.green.439@gslingacademy.com,male,Information Technology,64,24
440,Rodney,Bennett,1,rodney.bennett.440@gslingacademy.com,male,Information Technology,44,44
441,Megan,Moyer,4,megan.moyer.441@gslingacademy.com,female,Information Technology,90,78
442,Mathew,Burns,2,mathew.burns.442@gslingacademy.com,male,Information Technology,26,91
443,Tammie,Stanley,2,tammie.stanley.443@gslingacademy.com,female,Computer Science,3,68
444,James,Glover,2,james.glover.444@gslingacademy.com,male,Information Technology,87,7
445,Michelle,Reeves,3,michelle.reeves.445@gslingacademy.com,female,Information Technology,17,26
446,Rhonda,Hall,2,rhonda.hall.446@gslingacademy.com,female,Information Technology,64,48
447,Matthew,Kidd,1,matthew.kidd.447@gslingacademy.com,male,Information Technology,77,88
448,Joseph,Stone,1,joseph.stone.448@gslingacademy.com,male,Information Technology,79,77
449,Jessica,Mendoza,4,jessica.mendoza.449@gslingacademy.com,female,Computer Science,28,39
450,Susan,Brown,1,susan.brown.450@gslingacademy.com,female,Information Technology,91,20
451,Lori,Ryan,2,lori.ryan.451@gslingacademy.com,female,Computer Science,81,88
452,Ryan,Cruz,4,ryan.cruz.452@gslingacademy.com,male,Information Technology,80,54
453,Nicholas,Johnson,4,nicholas.johnson.453@gslingacademy.com,male,Computer Science,8,96
454,Joseph,Schmidt,3,joseph.schmidt.454@gslingacademy.com,male,Information Technology,44,14
455,Daniel,Brown,1,daniel.brown.455@gslingacademy.com,male,Computer Science,74,53
456,Harold,Vazquez,3,harold.vazquez.456@gslingacademy.com,male,Computer Science,64,93
457,Lance,Parsons,3,lance.parsons.457@gslingacademy.com,male,Computer Science,55,18
458,Jill,Mathews,3,jill.mathews.458@gslingacademy.com,female,Information Technology,69,44
459,Crystal,Nguyen,3,crystal.nguyen.459@gslingacademy.com,female,Computer Science,47,6
460,Susan,Perez,2,susan.perez.460@gslingacademy.com,female,Computer Science,31,58
461,Brenda,Powers,3,brenda.powers.461@gslingacademy.com,female,Computer Science,32,68
462,Samuel,Thompson,1,samuel.thompson.462@gslingacademy.com,male,Computer Science,88,23
463,Taylor,Nelson,3,taylor.nelson.463@gslingacademy.com,female,Information Technology,53,26
464,Kimberly,West,1,kimberly.west.464@gslingacademy.com,female,Information Technology,2,47
465,Brad,Lee,3,brad.lee.465@gslingacademy.com,male,Information Technology,53,42
466,Clayton,Green,3,clayton.green.466@gslingacademy.com,male,Information Technology,11,54
467,Richard,Anderson,2,richard.anderson.467@gslingacademy.com,male,Information Technology,39,88
468,Antonio,Flores,2,antonio.flores.468@gslingacademy.com,male,Information Technology,10,97
469,Margaret,Mullins,4,margaret.mullins.469@gslingacademy.com,female,Computer Science,33,92
470,Michael,Ball,4,michael.ball.470@gslingacademy.com,male,Information Technology,63,93
471,Allen,Booth,4,allen.booth.471@gslingacademy.com,male,Information Technology,34,2
472,Stephanie,Clark,3,stephanie.clark.472@gslingacademy.com,female,Computer Science,17,99
473,Sharon,Nelson,2,sharon.nelson.473@gslingacademy.com,female,Computer Science,36,4
474,Marco,Clark,3,marco.clark.474@gslingacademy.com,male,Information Technology,23,5
475,Victor,Smith,3,victor.smith.475@gslingacademy.com,male,Computer Science,99,15
476,Christina,Patterson,4,christina.patterson.476@gslingacademy.com,female,Computer Science,33,29
477,Jerry,Knight,1,jerry.knight.477@gslingacademy.com,male,Information Technology,38,71
478,Madison,Jacobs,2,madison.jacobs.478@gslingacademy.com,female,Information Technology,41,48
479,Douglas,Watson,4,douglas.watson.479@gslingacademy.com,male,Computer Science,7,21
480,Manuel,Barrett,4,manuel.barrett.480@gslingacademy.com,male,Computer Science,52,55
481,Janet,Martin,4,janet.martin.481@gslingacademy.com,female,Computer Science,81,14
482,Teresa,Flores,1,teresa.flores.482@gslingacademy.com,female,Information Technology,48,18
483,Anthony,Mullins,4,anthony.mullins.483@gslingacademy.com,male,Information Technology,67,45
484,Julie,Zamora,3,julie.zamora.484@gslingacademy.com,female,Information Technology,32,77
485,Maria,Nguyen,1,maria.nguyen.485@gslingacademy.com,female,Computer Science,32,35
486,Selena,Castro,2,selena.castro.486@gslingacademy.com,female,Information Technology,39,15
487,Whitney,Miller,2,whitney.miller.487@gslingacademy.com,female,Information Technology,25,41
488,Brenda,Mooney,2,brenda.mooney.488@gslingacademy.com,female,Computer Science,69,72
489,Angela,Allen,2,angela.allen.489@gslingacademy.com,female,Computer Science,64,60
490,Erica,Cohen,3,erica.cohen.490@gslingacademy.com,female,Computer Science,77,97
491,Kelly,Sanders,2,kelly.sanders.491@gslingacademy.com,female,Computer Science,30,84
492,Michael,Clark,2,michael.clark.492@gslingacademy.com,male,Information Technology,34,13
493,Tammy,Fields,1,tammy.fields.493@gslingacademy.com,female,Computer Science,35,40
494,Steven,Pennington,3,steven.pennington.494@gslingacademy.com,male,Computer Science,89,9
495,Matthew,Chavez,2,matthew.chavez.495@gslingacademy.com,male,Computer Science,39,43
496,Stephen,Gallagher,4,stephen.gallagher.496@gslingacademy.com,male,Computer Science,76,65
497,Victoria,Anderson,1,victoria.anderson.497@gslingacademy.com,female,Computer Science,37,72
498,Thomas,Schroeder,1,thomas.schroeder.498@gslingacademy.com,male,Information Technology,66,27
499,Mark,Sanchez,3,mark.sanchez.499@gslingacademy.com,male,Computer Science,75,57
500,Katelyn,Moses,3,katelyn.moses.500@gslingacademy.com,female,Computer Science,39,77
501,Corey,Davis,2,corey.davis.501@gslingacademy.com,male,Information Technology,90,100
502,Susan,Klein,3,susan.klein.502@gslingacademy.com,female,Computer Science,70,19
503,John,Martinez,3,john.martinez.503@gslingacademy.com,male,Computer Science,89,33
504,Kendra,Robertson,4,kendra.robertson.504@gslingacademy.com,female,Information Technology,65,90
505,Tamara,Olson,2,tamara.olson.505@gslingacademy.com,female,Information Technology,92,75
506,Sara,Frazier,2,sara.frazier.506@gslingacademy.com,female,Computer Science,95,100
507,Morgan,Moore,4,morgan.moore.507@gslingacademy.com,female,Computer Science,29,60
508,Eric,Snyder,4,eric.snyder.508@gslingacademy.com,male,Computer Science,78,91
509,Paul,Hale,1,paul.hale.509@gslingacademy.com,male,Computer Science,19,31
510,Dale,Martinez,4,dale.martinez.510@gslingacademy.com,male,Information Technology,83,63
511,Sandra,Prince,3,sandra.prince.511@gslingacademy.com,female,Information Technology,1,21
512,Dawn,Poole,1,dawn.poole.512@gslingacademy.com,female,Information Technology,80,71
513,Emily,Jordan,3,emily.jordan.513@gslingacademy.com,female,Computer Science,38,41
514,John,Owen,4,john.owen.514@gslingacademy.com,male,Information Technology,9,64
515,Andrew,Best,2,andrew.best.515@gslingacademy.com,male,Information Technology,20,15
516,Holly,Burns,4,holly.burns.516@gslingacademy.com,female,Information Technology,48,13
517,Alicia,Rodriguez,3,alicia.rodriguez.517@gslingacademy.com,female,Computer Science,60,63
518,Erin,Ray,1,erin.ray.518@gslingacademy.com,female,Information Technology,24,77
519,Todd,Griffith,3,todd.griffith.519@gslingacademy.com,male,Computer Science,2,53
520,Melinda,Payne,3,melinda.payne.520@gslingacademy.com,female,Information Technology,53,44
521,Cynthia,Williams,1,cynthia.williams.521@gslingacademy.com,female,Computer Science,3,1
522,Jenny,Washington,1,jenny.washington.522@gslingacademy.com,female,Information Technology,35,37
523,Angela,Joyce,4,angela.joyce.523@gslingacademy.com,female,Computer Science,28,79
524,William,Alvarado,1,william.alvarado.524@gslingacademy.com,male,Information Technology,95,98
525,Michael,Mercer,3,michael.mercer.525@gslingacademy.com,male,Computer Science,32,23
526,Erin,Miller,4,erin.miller.526@gslingacademy.com,female,Computer Science,23,73
527,Robert,Heath,2,robert.heath.527@gslingacademy.com,male,Information Technology,98,2
528,Deborah,Rojas,2,deborah.rojas.528@gslingacademy.com,female,Computer Science,30,33
529,Diana,Jones,3,diana.jones.529@gslingacademy.com,female,Computer Science,49,8
530,Meredith,Clark,3,meredith.clark.530@gslingacademy.com,female,Computer Science,93,96
531,Christina,Garrett,1,christina.garrett.531@gslingacademy.com,female,Computer Science,53,87
532,Daniel,Jackson,1,daniel.jackson.532@gslingacademy.com,male,Information Technology,10,23
533,Bradley,Robinson,3,bradley.robinson.533@gslingacademy.com,male,Information Technology,41,62
534,Phyllis,Schneider,4,phyllis.schneider.534@gslingacademy.com,female,Computer Science,17,100
535,Thomas,Clark,4,thomas.clark.535@gslingacademy.com,male,Information Technology,8,62
536,Gregory,Gonzalez,4,gregory.gonzalez.536@gslingacademy.com,male,Information Technology,46,2
537,Michelle,Roth,2,michelle.roth.537@gslingacademy.com,female,Information Technology,21,10
538,Christopher,Murphy,4,christopher.murphy.538@gslingacademy.com,male,Information Technology,43,87
539,Mark,Davis,4,mark.davis.539@gslingacademy.com,male,Information Technology,47,35
540,Lauren,Harrington,2,lauren.harrington.540@gslingacademy.com,female,Information Technology,45,72
541,Michelle,Owens,2,michelle.owens.541@gslingacademy.com,female,Information Technology,62,30
542,Scott,Weaver,3,scott.weaver.542@gslingacademy.com,male,Computer Science,1,95
543,Monica,Williams,3,monica.williams.543@gslingacademy.com,female,Information Technology,86,11
544,Kathryn,Hampton,4,kathryn.hampton.544@gslingacademy.com,female,Computer Science,66,64
545,Christina,Shields,3,christina.shields.545@gslingacademy.com,female,Computer Science,47,28
546,Andrew,Thomas,3,andrew.thomas.546@gslingacademy.com,male,Computer Science,26,37
547,Holly,Sexton,3,holly.sexton.547@gslingacademy.com,female,Computer Science,60,50
548,Christopher,Peterson,1,christopher.peterson.548@gslingacademy.com,male,Computer Science,59,70
549,Eric,Murray,4,eric.murray.549@gslingacademy.com,male,Information Technology,1,32
550,Kristina,Watson,1,kristina.watson.550@gslingacademy.com,female,Information Technology,49,98
551,Greg,Martin,2,greg.martin.551@gslingacademy.com,male,Computer Science,18,1
552,Paul,Shaffer,1,paul.shaffer.552@gslingacademy.com,male,Computer Science,20,35
553,Alexander,Daniel,4,alexander.daniel.553@gslingacademy.com,male,Information Technology,39,68
554,Carla,Davis,3,carla.davis.554@gslingacademy.com,female,Information Technology,80,33
555,Chelsea,Clark,3,chelsea.clark.555@gslingacademy.com,female,Computer Science,33,62
556,Justin,Douglas,4,justin.douglas.556@gslingacademy.com,male,Information Technology,71,49
557,Charles,Reid,2,charles.reid.557@gslingacademy.com,male,Information Technology,24,15
558,Courtney,Moreno,3,courtney.moreno.558@gslingacademy.com,female,Computer Science,64,97
559,Justin,Mitchell,4,justin.mitchell.559@gslingacademy.com,male,Information Technology,36,17
560,Bruce,Woods,3,bruce.woods.560@gslingacademy.com,male,Computer Science,36,73
561,Christopher,Hines,1,christopher.hines.561@gslingacademy.com,male,Information Technology,94,13
562,Theodore,Williams,3,theodore.williams.562@gslingacademy.com,male,Information Technology,23,48
563,Jennifer,Valdez,4,jennifer.valdez.563@gslingacademy.com,female,Information Technology,44,83
564,Alexandra,Day,3,alexandra.day.564@gslingacademy.com,female,Information Technology,84,17
565,John,Pacheco,3,john.pacheco.565@gslingacademy.com,male,Computer Science,69,86
566,Sherry,Brown,4,sherry.brown.566@gslingacademy.com,female,Computer Science,9,42
567,Douglas,Clark,4,douglas.clark.567@gslingacademy.com,male,Computer Science,99,11
568,Alex,Farmer,2,alex.farmer.568@gslingacademy.com,male,Information Technology,50,12
569,Brandon,Gonzales,2,brandon.gonzales.569@gslingacademy.com,male,Information Technology,61,76
570,Wayne,Trevino,3,wayne.trevino.570@gslingacademy.com,male,Information Technology,28,43
571,Pamela,Horne,4,pamela.horne.571@gslingacademy.com,female,Computer Science,64,31
572,Michael,Schaefer,3,michael.schaefer.572@gslingacademy.com,male,Information Technology,58,75
573,Carlos,Ramirez,4,carlos.ramirez.573@gslingacademy.com,male,Computer Science,48,32
574,Antonio,Lucero,1,antonio.lucero.574@gslingacademy.com,male,Computer Science,1,26
575,Terry,Ashley,4,terry.ashley.575@gslingacademy.com,male,Computer Science,60,89
576,Rita,Cochran,4,rita.cochran.576@gslingacademy.com,female,Information Technology,54,84
577,Joseph,Gregory,1,joseph.gregory.577@gslingacademy.com,male,Computer Science,30,48
578,Alexandra,Robinson,1,alexandra.robinson.578@gslingacademy.com,female,Computer Science,1,68
579,Tina,Sparks,1,tina.sparks.579@gslingacademy.com,female,Computer Science,73,12
580,Christopher,Buchanan,1,christopher.buchanan.580@gslingacademy.com,male,Computer Science,13,21
581,Christina,Guerrero,4,christina.guerrero.581@gslingacademy.com,female,Information Technology,91,94
582,Jessica,Hutchinson,3,jessica.hutchinson.582@gslingacademy.com,female,Computer Science,89,51
583,Tyler,Carrillo,3,tyler.carrillo.583@gslingacademy.com,male,Computer Science,89,28
584,Lindsay,Brady,3,lindsay.brady.584@gslingacademy.com,female,Computer Science,5,39
585,Gary,Rivera,2,gary.rivera.585@gslingacademy.com,male,Information Technology,77,59
586,Luke,Moore,3,luke.moore.586@gslingacademy.com,male,Computer Science,81,2
587,Tanya,Green,1,tanya.green.587@gslingacademy.com,female,Computer Science,7,93
588,Bryan,Lee,2,bryan.lee.588@gslingacademy.com,male,Computer Science,68,65
589,Melanie,Bridges,2,melanie.bridges.589@gslingacademy.com,female,Computer Science,61,66
590,Eric,Bowers,2,eric.bowers.590@gslingacademy.com,male,Computer Science,59,65
591,Meredith,Reed,1,meredith.reed.591@gslingacademy.com,female,Computer Science,21,89
592,David,Brown,1,david.brown.592@gslingacademy.com,male,Computer Science,4,44
593,William,Johns,4,william.johns.593@gslingacademy.com,male,Computer Science,42,99
594,Eric,Patton,4,eric.patton.594@gslingacademy.com,male,Information Technology,60,36
595,Wendy,Warner,2,wendy.warner.595@gslingacademy.com,female,Computer Science,90,76
596,Timothy,Powell,4,timothy.powell.596@gslingacademy.com,male,Computer Science,22,28
597,Victoria,Thompson,1,victoria.thompson.597@gslingacademy.com,female,Information Technology,70,34
598,Jeremy,Brown,2,jeremy.brown.598@gslingacademy.com,male,Information Technology,55,88
599,Barbara,Schneider,3,barbara.schneider.599@gslingacademy.com,female,Computer Science,22,98
600,Lindsay,Morales,4,lindsay.morales.600@gslingacademy.com,female,Computer Science,73,78
601,Gary,Patel,2,gary.patel.601@gslingacademy.com,male,Information Technology,6,75
602,Michelle,Ortiz,3,michelle.ortiz.602@gslingacademy.com,female,Computer Science,83,28
603,Susan,Lynch,1,susan.lynch.603@gslingacademy.com,female,Computer Science,87,91
604,Tammy,Hernandez,3,tammy.hernandez.604@gslingacademy.com,female,Computer Science,24,36
605,Jennifer,Guerra,1,jennifer.guerra.605@gslingacademy.com,female,Computer Science,52,30
606,Kelly,Schwartz,2,kelly.schwartz.606@gslingacademy.com,female,Information Technology,76,84
607,Brittany,Orozco,4,brittany.orozco.607@gslingacademy.com,female,Computer Science,79,94
608,Samantha,Alvarado,2,samantha.alvarado.608@gslingacademy.com,female,Computer Science,26,53
609,Christopher,Anderson,2,christopher.anderson.609@gslingacademy.com,male,Information Technology,34,89
610,William,Smith,2,william.smith.610@gslingacademy.com,male,Information Technology,35,30
611,Courtney,Patterson,4,courtney.patterson.611@gslingacademy.com,female,Information Technology,100,17
612,Kevin,Hess,3,kevin.hess.612@gslingacademy.com,male,Information Technology,15,63
613,Melissa,Higgins,2,melissa.higgins.613@gslingacademy.com,female,Computer Science,87,56
614,Elizabeth,Chavez,1,elizabeth.chavez.614@gslingacademy.com,female,Computer Science,92,6
615,Mary,Taylor,1,mary.taylor.615@gslingacademy.com,female,Information Technology,68,74
616,Joshua,Parker,3,joshua.parker.616@gslingacademy.com,male,Computer Science,87,45
617,Joshua,Kelly,2,joshua.kelly.617@gslingacademy.com,male,Information Technology,13,12
618,Travis,Ross,3,travis.ross.618@gslingacademy.com,male,Information Technology,41,91
619,Kenneth,Buchanan,1,kenneth.buchanan.619@gslingacademy.com,male,Computer Science,16,82
620,Ryan,Clarke,2,ryan.clarke.620@gslingacademy.com,male,Computer Science,92,53
621,Gina,Solomon,2,gina.solomon.621@gslingacademy.com,female,Computer Science,19,77
622,David,Madden,3,david.madden.622@gslingacademy.com,male,Computer Science,21,90
623,William,Brennan,4,william.brennan.623@gslingacademy.com,male,Information Technology,24,38
624,Judy,Mckenzie,4,judy.mckenzie.624@gslingacademy.com,female,Information Technology,37,92
625,Logan,Lindsey,3,logan.lindsey.625@gslingacademy.com,male,Information Technology,77,82
626,Kyle,Williams,2,kyle.williams.626@gslingacademy.com,male,Computer Science,18,5
627,Mark,Padilla,3,mark.padilla.627@gslingacademy.com,male,Information Technology,20,85
628,Eugene,Clark,2,eugene.clark.628@gslingacademy.com,male,Computer Science,39,31
629,Sean,Wagner,3,sean.wagner.629@gslingacademy.com,male,Computer Science,82,51
630,Christine,Larson,3,christine.larson.630@gslingacademy.com,female,Information Technology,34,58
631,Melinda,Freeman,2,melinda.freeman.631@gslingacademy.com,female,Computer Science,49,25
632,Elizabeth,Smith,2,elizabeth.smith.632@gslingacademy.com,female,Information Technology,41,41
633,Walter,King,1,walter.king.633@gslingacademy.com,male,Computer Science,37,50
634,Lisa,Bean,4,lisa.bean.634@gslingacademy.com,female,Computer Science,37,15
635,Douglas,Hayes,4,douglas.hayes.635@gslingacademy.com,male,Computer Science,81,82
636,Heather,Jefferson,4,heather.jefferson.636@gslingacademy.com,female,Computer Science,52,100
637,Melinda,Byrd,4,melinda.byrd.637@gslingacademy.com,female,Computer Science,72,90
638,Alexander,Burnett,1,alexander.burnett.638@gslingacademy.com,male,Computer Science,15,5
